Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC
ENSG00000225886	ENSG00000225886	6.08542393124757	7.99824458270809e-37	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0002013	integenic	Not conserved			FAM76A
ENSG00000186594	MIR22HG	1.96675003151942	2.18461881910604e-36	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0113835	anti_sense	Q90	hsa-miR-30d-3p,hsa-miR-30e-3p,hsa-miR-4268,hsa-miR-4433a-3p,hsa-miR-4468,hsa-miR-6735-5p	C-reactive protein measurement; Sex hormone-binding globulin measurement; Alkaline phosphatase measurement; Testosterone measurement; Calcium measurement; Urinary albumin to creatinine ratio; Serum albumin measurement; Triglyceride measurement,Calcium measurement; Blood protein measurement; Sex hormone-binding globulin measurement; Serum albumin measurement,-	TLCD2
ENSG00000289634	ENSG00000289634	7.4019629016903	8.99606545350165e-35	LPS_Whole_Cell_vs_Control_Whole_Cell	NA	NA	NA	NA	NA	SLCO4A1
ENSG00000259354	ENSG00000259354	3.86291972479598	1.30064738475216e-34	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0105653	intronic_antisense	Not conserved			C15orf48
ENSG00000224307	LINC02975	-5.79153591252524	2.91999605109066e-33	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0074715	integenic	Not conserved	hsa-miR-520a-5p,hsa-miR-4492,hsa-miR-4684-3p,hsa-miR-4748,hsa-miR-5693		NA
ENSG00000227502	MROCKI	9.85655355156216	2.55524433407201e-31	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0052921	integenic	Q50	hsa-miR-619-5p,hsa-miR-4505		HDAC2
ENSG00000271856	LINC01215	6.97513819748882	7.317811620086269e-31	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0027888	integenic	Q50			HHLA2
ENSG00000291109	CES1P1	6.11966657947069	1.27979557991989e-28	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0111659	integenic	Q50	hsa-miR-935		SLC6A2
ENSG00000231721	LINC-PINT	2.63367733566388	1.61138929885402e-27	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0150064	integenic	Q50			KLF14
ENSG00000261618	LINC02605	5.58521116397646	1.1610036002745099e-26	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0150243	integenic	Not conserved		Platelet-to-lymphocyte ratio; Lymphocyte count	ZC2HC1A
ENSG00000273472	ENSG00000273472	3.4495920734064	3.2334931558248296e-26	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0148201	integenic	Q50			ELMOD2
ENSG00000203446	SUGCT-AS1	2.36937080662017	8.97676960780523e-26	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0057426	anti_sense	Q90	hsa-miR-6089,hsa-miR-6824-3p	-	MPLKIP
ENSG00000260583	ENSG00000260583	9.53147617163466	1.596426984948e-25	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0147166	integenic	Not conserved			MRPL39
ENSG00000197536	IRF1-AS1	2.91906438712894	4.362927526494919e-25	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0044848	anti_sense,sense	Q50	hsa-miR-33b-5p,hsa-miR-4257,hsa-miR-4463,hsa-miR-6748-3p,hsa-miR-6803-5p	Fibrinogen measurement,Chronic obstructive pulmonary disease,Metabolite measurement,Apolipoprotein b measurement,Glycine measurement,Red blood cell distribution width,Neutrophil percentage of leukocytes,Ulcerative colitis; Diastolic blood pressure; Inflammatory bowel disease; Crohn's disease,Psoriasis; Inflammatory bowel disease; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Adult onset asthma; Sclerosing cholangitis,Fibrinogen measurement; Sex hormone-binding globulin measurement,Urinary albumin to creatinine ratio,Diastolic blood pressure; Crohn's disease,Atopic asthma,Eosinophil count; Eosinophil percentage of leukocytes,Mean corpuscular hemoglobin,Nasal cavity polyp; Perceived unattractiveness to mosquitos measurement; Adult onset asthma,Serum metabolite measurement; Low density lipoprotein cholesterol measurement; Crohn's disease; Eczema; Systemic juvenile idiopathic arthritis, polyarticular juvenile idiopathic arthritis, rheumatoid factor negative, oligoarticular juvenile idiopathic arthritis; Rheumatoid arthritis; Aspartate aminotransferase measurement,Respiratory system disease; Adult onset asthma,Carotid plaque build,Low density lipoprotein cholesterol measurement,Chronic obstructive pulmonary disease; Smoking status measurement,Neutrophil count,Fibrinogen measurement; Lymphocyte count,Polycystic ovary syndrome,Fibrinogen measurement; Sex hormone-binding globulin measurement; Balding measurement,Neutrophil percentage of granulocytes; Eosinophil percentage of granulocytes; Mosquito bite reaction itch intensity measurement; Basophil count; Mosquito bite reaction size measurement; Eosinophil percentage of leukocytes; Eosinophil count,Mitochondrial dna measurement,Estrogen-receptor positive breast cancer; Breast carcinoma,Inhalant adrenergic use measurement,Cardiovascular disease,Eosinophil count,Diastolic blood pressure,Lymphocyte percentage of leukocytes,Total cholesterol measurement; Low density lipoprotein cholesterol measurement,Platelet count,Platelet crit,Psoriasis; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Sclerosing cholangitis,Eczema; Allergic rhinitis,Fev/fec ratio,Autoimmune thyroid disease; Psoriasis; Common variable immunodeficiency; Mosquito bite reaction itch intensity measurement; Ulcerative colitis; Ankylosing spondylitis; Basophil count; Systemic lupus erythematosus; Crohn's disease; Mosquito bite reaction size measurement; Celiac disease; Autoimmune disease; Juvenile idiopathic arthritis,Psoriasis; Ulcerative colitis; Ankylosing spondylitis; Leukocyte count; Crohn's disease; Eosinophil percentage of leukocytes; Eosinophil count; Sclerosing cholangitis; Aspartate aminotransferase measurement,Hemoglobin a1 measurement,Reticulocyte count; Reticulocyte measurement,-	NA
ENSG00000247095	MIR210HG	3.68778334466944	2.60335386970218e-24	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0081992	anti_sense	Q50	hsa-miR-766-3p,hsa-miR-4707-5p,hsa-miR-5587-3p,hsa-miR-6735-5p,hsa-miR-6735-3p,hsa-miR-6858-5p,hsa-miR-7843-5p	Systemic lupus erythematosus,High density lipoprotein cholesterol measurement,-	LMNTD2
ENSG00000225964	NRIR	6.14123181956753	7.24439938245777e-23	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0012717	integenic	Q75		Depressive symptom measurement,-	CMPK2
ENSG00000180539	LINC02908	-4.56362652020178	3.0108843532868897e-22	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0075339	anti_sense	Q50	hsa-miR-210-5p,hsa-miR-619-5p,hsa-miR-4308,hsa-miR-4270,hsa-miR-6752-3p	Leukocyte count,Lymphocyte count,-	PAXX
ENSG00000230943	LINC02541	4.48895490058117	1.63023001563253e-21	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0052910	integenic	Not conserved			HDAC2
ENSG00000253123	ENSG00000253123	5.00764257384666	1.7963156147354998e-21	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0064558	integenic	Q90	hsa-miR-4483,hsa-miR-6743-3p,hsa-miR-7150,hsa-miR-8485	-	BRF2
ENSG00000178977	LINC00324	-3.00171407891442	7.83109844247574e-21	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0114404	overlap_sense,sense	Q75	hsa-miR-23a-5p,hsa-miR-1260b,hsa-miR-4526	Apolipoprotein a 1 measurement,Mitochondrial dna measurement,Panic disorder; Anxiety disorder,Diastolic blood pressure,-,Neuroticism measurement,Monocyte count	CTC1
ENSG00000277969	ENSG00000277969	2.48098755028057	8.79570238046384e-21	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0116179	integenic	Q75	hsa-miR-1247-5p,hsa-miR-3620-5p,hsa-miR-4505,hsa-miR-1587,hsa-miR-6721-5p		MLLT6
ENSG00000291156	ENSG00000291156	3.67699525904499	9.15989043163086e-21	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0000078	integenic	Not conserved		-	AGRN
ENSG00000276462	LINC03025	9.23645199854544	1.1120787999892799e-20	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0071581	integenic	Not conserved			FOXD4L6
ENSG00000234191	LINC01283	4.12948301747267	1.15149750090848e-19	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0137357	integenic	Q75			BCOR
ENSG00000288851	ENSG00000288851	1.55805510468185	4.3042947403573895e-19	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0048627	integenic	Q90	hsa-miR-4281,hsa-miR-4447,hsa-miR-4467,hsa-miR-4492		ACOT13
ENSG00000233834	MACC1-DT	6.25331523069312	2.38873226156329e-18	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0056475	anti_sense	Q50	hsa-miR-204-3p	Response to antineoplastic agent; Response to etoposide,-	ITGB8
ENSG00000250929	LINC01181	5.16426646648079	2.68351363142736e-17	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0067501	integenic	Q50		Small vessel stroke,Idiopathic osteonecrosis of the femoral head,Attention deficit hyperactivity disorder,Growth-regulated alpha protein measurement,Pelvic organ prolapse,-	BAALC
ENSG00000253522	MIR3142HG	4.05648969719129	7.565724867581531e-17	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0046249	integenic	Not conserved			PTTG1
ENSG00000236939	BAALC-AS2	9.09720385034869	7.64984064235207e-17	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0067505	anti_sense	Q50	hsa-miR-4447	Pelvic organ prolapse,Cognitive function measurement,Myopia,Late-onset alzheimers disease,Mathematical ability,Colorectal cancer; Breast carcinoma,Triglyceride measurement; Response to diuretic,Hemoglobin a1 measurement,-	AZIN1
ENSG00000214900	LINC01588	2.10835372232054	1.03997615361029e-16	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0101158	integenic	Q50			VCPKMT
ENSG00000267121	FMNL1-DT	1.97385386121192	6.244910304469879e-16	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0116830	anti_sense	Q75	hsa-miR-30b-3p,hsa-miR-185-3p,hsa-miR-619-5p,hsa-miR-675-5p,hsa-miR-5589-5p,hsa-miR-6089,hsa-miR-6791-5p,hsa-miR-7108-3p,hsa-miR-8485	Body fat distribution,White matter microstructure measurement,Body height,Thyroid stimulating hormone measurement,Bmi-adjusted hip circumference,-	SPATA32
ENSG00000259342	ENSG00000259342	5.29302435257989	8.70818007165824e-16	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0105649	anti_sense	Q75	hsa-miR-4505	-	GATM
ENSG00000237927	ENSG00000237927	4.46398612952955	3.2643836732026003e-15	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0054755	integenic	Not conserved	hsa-miR-183-5p,hsa-miR-5585-3p,hsa-miR-6089	Lipoprotein a measurement,Atrophic macular degeneration,-	SOD2
ENSG00000233621	ZC3H12A-DT	1.69465020307642	4.83774365053002e-15	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0002623	integenic	Not conserved			MEAF6
ENSG00000249502	MED28-DT	3.93914192829662	7.54561418819873e-15	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0033145	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-4771	-	FAM184B
ENSG00000262580	ENSG00000262580	-1.72053815521225	5.10857352760228e-14	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0119173	anti_sense	Q50		Fasting blood glucose measurement,-,Psoriasis; Hirschsprung disease	SGSH
ENSG00000255921	ENSG00000255921	5.87597942787659	1.16659046147947e-13	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0089886	anti_sense	Not conserved	hsa-miR-6763-5p,hsa-miR-7847-3p	-	IRAG2
ENSG00000289942	ENSG00000289942	5.16687029002033	1.25130530071288e-13	LPS_Whole_Cell_vs_Control_Whole_Cell	NA	NA	NA	NA	NA	TMPRSS11E
ENSG00000286511	ENSG00000286511	6.15785530151958	1.49838139562004e-13	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0052591	integenic	Not conserved	hsa-miR-619-5p	Serum albumin measurement,Risk-taking behaviour,-	ARMC2
ENSG00000250116	RHOQ-AS1	2.8043276264149	1.86004569659003e-13	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0014691	anti_sense	Q75		-	PIGF
ENSG00000286646	MAP3K5-AS2	-2.4777428610786	2.08038957474273e-13	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0053719	anti_sense	Q50	hsa-miR-619-5p		PEX7
ENSG00000226281	ENSG00000226281	-2.84264580755828	2.70836549337355e-13	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0047836	integenic	Not conserved	hsa-miR-762,hsa-miR-5787		F13A1
ENSG00000251323	LINC02728	8.54872799436325	5.486812932876599e-13	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0085981	integenic	Q75	hsa-miR-4530	Creatinine measurement; Body height,Total blood protein measurement	GAB2
ENSG00000234608	MAPKAPK5-AS1	-1.552070723122	8.67249173782548e-13	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0094063	anti_sense	Q90	hsa-miR-210-5p,hsa-miR-619-5p,hsa-miR-3197,hsa-miR-3960,hsa-miR-7974	-	TMEM116
ENSG00000289880	ENSG00000289880	5.78322752830957	9.20494748170106e-13	LPS_Whole_Cell_vs_Control_Whole_Cell	NA	NA	NA	NA	NA	FAM177B
ENSG00000273812	LINC02970	2.77318643497354	1.4616738220463098e-12	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0131544	integenic	Q75	hsa-miR-1207-3p,hsa-miR-4505,hsa-miR-1587,hsa-miR-3064-5p,hsa-miR-7160-3p	-	GATA5
ENSG00000249738	ENSG00000249738	4.91277464452022	1.7893402455476998e-12	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0046209	integenic	Not conserved			UBLCP1
ENSG00000290041	ENSG00000290041	3.09449496798389	1.8485084396288298e-12	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0003215	anti_sense,sense	Q75	hsa-miR-619-5p	Soluble triggering receptor expressed on myeloid cells 2 measurement,Intraocular pressure measurement,-	BTBD19
ENSG00000272669	ENSG00000272669	2.76226979618589	2.39064410990624e-12	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0135442	anti_sense	Not conserved	hsa-miR-210-5p,hsa-miR-6763-3p		GTPBP1
ENSG00000284633	ENSG00000284633	6.47031079696745	6.4221983765733e-12	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0135492	anti_sense	Q50	hsa-miR-4463,hsa-miR-4776-5p,hsa-miR-6769b-5p	Fev/fec ratio,Ulcerative colitis; Crohn's disease; Inflammatory bowel disease,Psoriasis; Inflammatory bowel disease; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Sclerosing cholangitis,Body weight,Platelet crit,Biliary liver cirrhosis,Hair colour measurement,Psoriasis; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Sclerosing cholangitis,-	SYNGR1
ENSG00000271614	ATP2B1-AS1	2.93247733871183	1.3333139489567298e-11	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0092957	anti_sense	Q90	hsa-miR-619-5p,hsa-miR-4787-5p,hsa-miR-6749-3p,hsa-miR-6797-5p,hsa-miR-8485	Diastolic blood pressure,Risk-taking behaviour,Pulse pressure measurement; Mean arterial pressure; Alcohol drinking; Systolic blood pressure; Agents acting on the renin-angiotensin system use measurement,Hair colour measurement,Prostate carcinoma,Calcium measurement,Heel bone mineral density,Age at onset,Body mass index,Body height; Body mass index,Coronary artery disease,Body height,Chronotype measurement,Mean corpuscular volume,Magnesium measurement,Spine bone mineral density,Febrile seizure (within the age range of 3 months to 6 years); Mmr-related febrile seizures,Volumetric bone mineral density,Bone density,Heart rate,Biological sex,Systolic blood pressure,Creatinine measurement,C-reactive protein measurement,Pulse pressure measurement; Systolic blood pressure,Optic disc size measurement,Chronotype measurement; Heel bone mineral density,Diffusing capacity of the lung for carbon monoxide,Osteoarthritis, hip, osteoarthritis, knee,Diastolic blood pressure; Alcohol consumption measurement,Response to citalopram; Response to escitalopram; Triglyceride measurement,Ischemic stroke; Coronary artery disease,Diastolic blood pressure; Smoking status measurement; Systolic blood pressure,Body fat percentage,-	TMTC3
ENSG00000251442	LINC01094	-2.379089576395	1.3840217581486e-11	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0035402	integenic	Q50	hsa-miR-7150	Mean platelet volume,Total blood protein measurement; Serum albumin measurement; Aspartate aminotransferase measurement,Serum gamma-glutamyl transferase measurement,Monocyte count,Creatine kinase measurement; Serum non-albumin protein measurement,Protein measurement,Mean corpuscular volume; Mean corpuscular hemoglobin concentration,-	ANXA3
ENSG00000254287	ENSG00000254287	8.36850729441926	1.4399174055222498e-11	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0150387	anti_sense	Q50		-	ADAM2
ENSG00000289589	ENSG00000289589	4.77117840240351	2.0426070821064898e-11	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0008846	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-7108-5p	Eosinophil count; Eosinophil percentage of leukocytes,Eosinophil count,Neuroimaging measurement; Cortical thickness; Brain measurement,-	STX6
ENSG00000273443	ENSG00000273443	6.46209025328936	6.01491334959402e-11	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0000079	integenic	Not conserved	hsa-miR-3615	-	RNF223
ENSG00000232618	HIVEP2-DT	8.22669277439487	6.3793719609165e-11	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0054003	anti_sense	Q50	hsa-miR-4279	Mean platelet volume,-	AIG1
ENSG00000263069	RNF213-AS1	3.28944663710029	6.42404871556226e-11	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0119191	anti_sense	Q50		-	NPTX1
ENSG00000225733	FGD5-AS1	-1.16639960047014	6.445868541243829e-11	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0024363	anti_sense	Q75	hsa-miR-6748-3p		MRPS25
ENSG00000262097	LINC02185	-3.56057244797508	8.8417499710514e-11	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0109713	integenic	Q50	hsa-miR-645,hsa-miR-4330,hsa-miR-4453	-	PARN
ENSG00000267519	MIR23AHG	1.46400374226174	2.3233484874892301e-10	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0124251	anti_sense	Q90		Waist-hip ratio,Neutrophil-to-lymphocyte ratio; Neutrophil percentage of leukocytes; Lymphocyte percentage of leukocytes,Leukocyte count; Lymphocyte count; Myeloid white cell count,Leukocyte count; Lymphocyte count,Lymphocyte count,Fev/fec ratio; Monocyte count,Leukocyte count,Myeloid white cell count; Lymphocyte count,Cortical thickness,-	BRME1
ENSG00000272512	ENSG00000272512	8.11974420683722	3.18517352009008e-10	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0000065	integenic	Not conserved		Apolipoprotein a 1 measurement,Parental longevity,-	HES4
ENSG00000224116	INHBA-AS1	6.26936742927836	4.86091257954839e-10	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0057482	integenic	Not conserved	hsa-miR-6124		SUGCT
ENSG00000185433	LINC00158	5.42148232489092	1.0395644802809e-9	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0132374	integenic	Not conserved			MRPL39
ENSG00000231964	ENSG00000231964	-2.43474798268733	1.2393580532533201e-9	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0077664	anti_sense	Not conserved	hsa-miR-520a-5p	Mean corpuscular volume,-	MARCHF8
ENSG00000287535	ENSG00000287535	6.10630421370159	1.3689222056616701e-9	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0064835	integenic	Not conserved	hsa-miR-744-5p,hsa-miR-6089		GPAT4
ENSG00000255750	ENSG00000255750	2.64718711723216	1.472908968645e-9	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0089971	anti_sense,sense	Q50		Bmi-adjusted waist circumference; Bmi-adjusted hip circumference; Bmi-adjusted waist-hip ratio,Hair morphology measurement,Leukocyte count; Lymphocyte count; Bmi-adjusted waist-hip ratio,Bmi-adjusted waist-hip ratio,Cup-to-disc ratio measurement,Balding measurement,Thrombin-antithrombin complex measurement,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference,Alopecia; Androgenetic alopecia; Heel bone mineral density,Alopecia; Androgenetic alopecia; Balding measurement,Alopecia,Endometrial carcinoma,Mammographic density measurement,Bmi-adjusted waist circumference; Bmi-adjusted hip circumference; Physical activity measurement,Systolic blood pressure,High density lipoprotein cholesterol measurement,Bmi-adjusted hip circumference,Lymphocyte count,Bmi-adjusted waist circumference; Waist-hip ratio; Body fat percentage; Physical activity measurement; Reticulocyte count; High density lipoprotein cholesterol measurement; Bmi-adjusted waist-hip ratio; Triglyceride measurement; Reticulocyte measurement; Renal cell carcinoma,Heel bone mineral density,Serum alanine aminotransferase measurement; Waist-hip ratio,Sex hormone-binding globulin measurement; Heel bone mineral density; Bmi-adjusted hip circumference; Physical activity measurement; Bmi-adjusted waist-hip ratio; Triglyceride measurement,Triglyceride measurement,Sex hormone-binding globulin measurement,Body height,Cardiovascular disease,Alkaline phosphatase measurement; Total cholesterol measurement; Low density lipoprotein cholesterol measurement; Reticulocyte count; High density lipoprotein cholesterol measurement; Triglyceride measurement,Sex interaction measurement; Age at assessment; Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference; Sex interaction measurement; Waist-hip ratio; Physical activity measurement; Bmi-adjusted hip circumference; Age at assessment; Smoking behavior; Bmi-adjusted waist-hip ratio,Bmi-adjusted hip circumference; Bmi-adjusted waist-hip ratio,Serum alanine aminotransferase measurement; High density lipoprotein cholesterol measurement; Bmi-adjusted waist-hip ratio; Physical activity measurement,Serum alanine aminotransferase measurement,Waist-hip ratio; Alkaline phosphatase measurement,Dense area measurement; Mammographic density measurement,Response to oxcarbazepine; Oxcarbazepine-induced hyponatremia; Carbamazepine-induced hyponatremia; Response to carbamazepine,-,Cognitive impairment measurement	ITPR2
ENSG00000271032	ENSG00000271032	4.77772750008543	2.15101549635766e-9	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0125561	anti_sense	Not conserved		Calcium measurement; Serum albumin measurement,Serum albumin measurement,-	ZNF792
ENSG00000178803	ADORA2A-AS1	4.1955464269086304	2.34785043477831e-9	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0134495	anti_sense	Q50	hsa-miR-370-3p,hsa-miR-6807-3p	Alcohol consumption measurement,Acne,Sodium measurement,Glucagon measurement,Coffee consumption measurement,Supramarginal gyrus volume measurement,Tea consumption measurement,Cups of coffee per day measurement,Serum gamma-glutamyl transferase measurement,Coffee consumption measurement; Tea consumption measurement,Alcohol use disorder measurement; Alcohol consumption measurement,-	GUCD1
ENSG00000215256	DHRS4-AS1	-1.87645375397585	2.35534154328551e-9	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0100084	integenic	Q50	hsa-miR-8089	-	NRL
ENSG00000284669	ENSG00000284669	6.03364751929299	3.85757212142062e-9	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0025266	anti_sense	Q90	hsa-miR-3620-5p,hsa-miR-4492,hsa-miR-1587,hsa-miR-6850-3p	Sex hormone-binding globulin measurement,Memory performance; Paragraph delayed recall measurement,-	TTC21A
ENSG00000250033	SLC7A11-AS1	4.38463447191079	5.9737466761669105e-9	LPS_Whole_Cell_vs_Control_Whole_Cell	HSALNG0037355	anti_sense	Q75	hsa-miR-6089	Body height,Neuroticism measurement,Neurotic disorder,Wellbeing measurement; Neuroticism measurement,Eosinophil count; Serum metabolite measurement; Depressive symptom measurement; Eosinophil percentage of leukocytes,Eosinophil count,Ccl2 measurement,Wellbeing measurement; Smoking behaviour measurement,-	NOCT
