Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC
ENSG00000206337	HCP5	1.32692472076267	5.78042891488959e-69	M1_vs_M2	HSALNG0049264	sense	Not conserved	hsa-miR-4257,hsa-miR-4492,hsa-miR-6769b-5p	Trichloroethylene-induced hypersensitivity,Hiv-1 infection,Female reproductive system disease,Blood protein measurement,Heel bone mineral density,Systemic lupus erythematosus,Mhc class i polypeptide-related sequence a measurement,Uveitis,Reticulocyte measurement,Hiv-1 infection; Mhc class i polypeptide-related sequence a measurement; Susceptibility to common cold measurement; Mean platelet volume,Cervical carcinoma,Body height; Bmi-adjusted hip circumference; Basophil percentage of leukocytes,Platelet component distribution width; Eosinophil percentage of leukocytes,Temporal arteritis; Blood protein measurement,Platelet count; Atopic asthma,Platelet-to-lymphocyte ratio; Bmi-adjusted hip circumference,Bmi-adjusted waist-hip ratio,Bmi-adjusted hip circumference; Bmi-adjusted waist-hip ratio,Chronic hepatitis c virus infection,Psoriatic arthritis,Cervical intraepithelial neoplasia grade 2/3; Mhc class i polypeptide-related sequence a measurement; Bmi-adjusted hip circumference; Cervical carcinoma,Mosquito bite reaction size measurement; Aspirin use measurement; Calcium channel blocker use measurement,Neutrophil percentage of granulocytes; Eosinophil percentage of leukocytes; Eosinophil percentage of granulocytes,Bmi-adjusted hip circumference,Body weight,Neutrophil percentage of leukocytes,Response to antineoplastic agent,Beta-2 microglobulin measurement,Non-melanoma skin carcinoma,Bmi-adjusted hip circumference; Neutrophil count; Lymphocyte count,Neutrophil count,Bmi-adjusted waist-hip ratio; Red blood cell distribution width,Iritis,17-hydroxyprogesterone measurement,Blood protein measurement; Trefoil factor 3 measurement,Mhc class i polypeptide-related sequence a measurement; Hemoglobin measurement,Platelet-derived growth factor bb measurement,Autism spectrum disorder,Mean platelet volume,Platelet count,Age at diagnosis,Eosinophil count,Platelet aggregation; Prostate carcinoma,Uterine fibroid; Bmi-adjusted waist-hip ratio,Red blood cell distribution width,Keratinocyte carcinoma; Squamous cell carcinoma,Apolipoprotein b measurement,Intelligence,Lung carcinoma,Mhc class i polypeptide-related sequence a measurement; Blood protein measurement,Body height; Stromal cell-derived factor 1 alpha measurement,Granulocyte percentage of myeloid white cells,Susceptibility to mononucleosis measurement,Platelet component distribution width,Hiv-1 infection; Aids; Psoriasis; Drug-induced liver injury,Renal system measurement,Myositis,Polymyositis; Physical activity measurement; Bmi-adjusted waist-hip ratio; Myositis,Eosinophil count; Platelet count,Cytokine measurement; Herpes zoster,Thyroid peroxidase antibody measurement,Squamous cell lung carcinoma; Mmr-related febrile seizures; Bmi-adjusted waist circumference; Lung carcinoma; Eosinophil count,Appendicular lean mass,Glucose measurement,Platelet-to-lymphocyte ratio,Aging,Bmi-adjusted hip circumference; Mhc class i polypeptide-related sequence b measurement; Bmi-adjusted waist-hip ratio,Upper aerodigestive tract neoplasm; Bmi-adjusted hip circumference; Anilide use measurement; Lung carcinoma; Body weight,Parental longevity,Visual perception measurement,Carpal tunnel syndrome,Herpes zoster,Thyrotoxic periodic paralysis,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Susceptibility to cold sores measurement; Eosinophil percentage of leukocytes,Tonsillectomy risk measurement,Eosinophil percentage of leukocytes,Susceptibility to childhood ear infection measurement,Body height,Lymphocyte count; Basophil count; Myositis; Leukocyte count; Monocyte count,Serum alanine aminotransferase measurement,Bmi-adjusted waist-hip ratio; Mhc class i polypeptide-related sequence b measurement,Angina pectoris,Clinical treatment,Bmi-adjusted waist circumference; Autism spectrum disorder; Bmi-adjusted hip circumference; Bmi-adjusted waist-hip ratio,Susceptibility to chickenpox measurement,Susceptibility to shingles measurement,Parental genotype effect measurement; Birth weight,Body mass index; Visceral adipose tissue measurement,Response to drug; Drug-induced agranulocytosis,Mosquito bite reaction size measurement; Mosquito bite reaction itch intensity measurement,Toxic epidermal necrolysis; Stevens-johnson syndrome,Eczema; Allergic rhinitis,Response to thioamide; Drug-induced agranulocytosis,Prion disease; Psychotic symptoms,Susceptibility to pneumonia measurement,Human papilloma virus infection; Oropharynx cancer,Bmi-adjusted waist circumference; Hypertension; Bmi-adjusted waist-hip ratio	MICB
ENSG00000242048	PRKAG2-AS2	2.77198375420193	1.27343706746667e-67	M1_vs_M2	HSALNG0149841	anti_sense	Not conserved			GALNTL5
ENSG00000203709	MIR29B2CHG	1.82980936521683	2.5713781954706e-67	M1_vs_M2	HSALNG0010132	integenic	Q50		Febrile seizure (within the age range of 3 months to 6 years); Mmr-related febrile seizures,Reaction time measurement,Pulse pressure measurement,Red blood cell distribution width	CD34
ENSG00000229771	ENSG00000229771	-3.09110636057677	6.59227260618623e-63	M1_vs_M2	HSALNG0130126	integenic	Q90		Total cholesterol measurement; Apolipoprotein b measurement; Low density lipoprotein cholesterol measurement	MAFB
ENSG00000229140	CCDC26	-5.50081815327776	1.2239643927440799e-62	M1_vs_M2	HSALNG0068551	integenic	Q50	hsa-miR-575,hsa-miR-619-5p,hsa-miR-885-3p,hsa-miR-4287,hsa-miR-4328,hsa-miR-3677-3p,hsa-miR-6809-3p,hsa-miR-6873-3p,hsa-miR-6892-3p,hsa-miR-8485	Dna methylation,Eczema,Balding measurement,Heel bone mineral density,Lip morphology measurement,Facial morphology measurement,Unipolar depression,Creatinine measurement,Cleft lip; Oral cleft; Cleft palate,Myeloid white cell count,Cleft lip; Progranulin measurement,Cortical surface area measurement; Cortical thickness,Alkaline phosphatase measurement,Cleft lip; Neuroimaging measurement; Heel bone mineral density; Blood phosphate measurement; Cleft palate; Brain measurement,Cleft lip; Oral cleft,Lung adenocarcinoma,Leukocyte count,Neutrophil count,Cleft lip,Eosinophil count,Vital capacity,Self reported educational attainment,Forced expiratory volume,Mathematical ability,Fev/fec ratio,Acute lymphoblastic leukemia,Body height,Monocyte count,Monocyte percentage of leukocytes,B-cell acute lymphoblastic leukemia,Gut microbiome measurement,Creatinine measurement; Glomerular filtration rate,Nicotine dependence,Glioma,Central nervous system cancer,Hypospadias,Urate measurement,Lateral occipital cortex volume measurement,Uterine fibroid,Platelet count; Platelet crit,Indole-3-propionate measurement,Bullous pemphigoid,Cortical surface area measurement,Mitochondrial dna measurement,Inflammatory bowel disease; Mean corpuscular hemoglobin concentration; Mean corpuscular hemoglobin; Monocyte count; Mean corpuscular volume,Leukocyte count; Monocyte count,Mean corpuscular volume; Mean corpuscular hemoglobin; Erythrocyte count,Eosinophil count; Monocyte count; Basophil count; Eosinophil percentage of leukocytes,Eosinophil count; Eosinophil percentage of granulocytes; Eosinophil percentage of leukocytes,Neutrophil-to-lymphocyte ratio,Cortical thickness,Leukocyte count; Neutrophil count; Myeloid white cell count,Neutrophil percentage of leukocytes; Mean corpuscular hemoglobin,Mosaic loss of chromosome y measurement,Resistin measurement; Myeloperoxidase measurement,Lymphocyte percentage of leukocytes; Neutrophil count,Eosinophil percentage of leukocytes; Eosinophil percentage of granulocytes,Leukocyte count; Neutrophil count; Monocyte count,Neutrophil percentage of granulocytes; Neutrophil percentage of leukocytes,Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes,Inflammatory bowel disease; Ulcerative colitis; Monocyte count; Monocyte:lymphocyte ratio; Mean corpuscular volume; Red blood cell density measurement; Erythrocyte count,Adolescent idiopathic scoliosis,Monocyte count; Mean corpuscular hemoglobin concentration; Erythrocyte count,Neutrophil count; Basophil count; Leukocyte count; Eosinophil count; Granulocyte count,Mean corpuscular volume; Mean corpuscular hemoglobin; Monocyte count,Erythrocyte count,Leukocyte count; Lymphocyte percentage of leukocytes; Neutrophil count; Myeloid white cell count,Red blood cell density measurement,Mean reticulocyte volume,Neutrophil percentage of leukocytes,Basophil percentage of granulocytes; Educational attainment; Basophil count; Basophil percentage of leukocytes,Granulocyte percentage of myeloid white cells,Eye color,Monocyte percentage of leukocytes; Monocyte count,Neuroimaging measurement; Glioblastoma multiforme; Glioma; White matter microstructure measurement; Brain volume measurement; Age at onset; Central nervous system cancer,Platelet count,Basophil count,Retinopathy,Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes; Monocyte count,Leukocyte count; Lymphocyte percentage of leukocytes; Myeloid white cell count,Basophil count; Eosinophil percentage of leukocytes,Platelet crit,Eosinophil count; Eosinophil percentage of leukocytes,Response to methotrexate; Juvenile idiopathic arthritis,Cleft lip; Cleft palate,Unipolar depression; Endometriosis,Brain volume measurement; Neuroimaging measurement; Brain measurement,-	GSDMC
ENSG00000270164	LINC01480	-3.65740982491338	1.9945014180522098e-60	M1_vs_M2	HSALNG0126205	sense	Not conserved	hsa-miR-619-5p,hsa-miR-6803-5p		CEACAM21
ENSG00000287263	ENSG00000287263	1.99397155992672	2.65746167134446e-60	M1_vs_M2	HSALNG0041483	integenic	Not conserved	hsa-miR-6807-3p	Intelligence,Cytokine measurement	ANXA2R
ENSG00000225964	NRIR	5.5669447428989	4.28860515380109e-60	M1_vs_M2	HSALNG0012717	integenic	Q75		Depressive symptom measurement,-	CMPK2
ENSG00000250929	LINC01181	3.02984464227193	9.084356831775479e-60	M1_vs_M2	HSALNG0067501	integenic	Q50		Small vessel stroke,Idiopathic osteonecrosis of the femoral head,Attention deficit hyperactivity disorder,Growth-regulated alpha protein measurement,Pelvic organ prolapse,-	BAALC
ENSG00000261971	MMP25-AS1	4.04039071334176	3.50515669065837e-59	M1_vs_M2	HSALNG0109107	anti_sense	Q75	hsa-miR-455-3p,hsa-miR-619-5p,hsa-miR-3178,hsa-miR-4286,hsa-miR-4472,hsa-miR-4498,hsa-miR-3960,hsa-miR-4787-5p,hsa-miR-6132,hsa-miR-6767-5p,hsa-miR-6779-5p,hsa-miR-6803-5p,hsa-miR-6836-5p,hsa-miR-6860,hsa-miR-8072	-	BICDL2
ENSG00000255197	ENSG00000255197	-1.99878663616518	2.1657278540685802e-58	M1_vs_M2	HSALNG0143174	anti_sense	Q90		Alcohol consumption measurement	SPI1
ENSG00000262097	LINC02185	-4.39283439678615	4.7453906726086097e-57	M1_vs_M2	HSALNG0109713	integenic	Q50	hsa-miR-645,hsa-miR-4330,hsa-miR-4453	-	PARN
ENSG00000253123	ENSG00000253123	-1.3602916186473	4.45364349571316e-53	M1_vs_M2	HSALNG0064558	integenic	Q90	hsa-miR-4483,hsa-miR-6743-3p,hsa-miR-7150,hsa-miR-8485	-	BRF2
ENSG00000205885	C1RL-AS1	4.165506650855	8.60728073925089e-52	M1_vs_M2	HSALNG0088972	anti_sense	Q50	hsa-miR-4418,hsa-miR-4733-3p,hsa-miR-6090,hsa-miR-6165,hsa-miR-8485	Neuritic plaque measurement,Platelet count,Platelet crit,-	CLSTN3
ENSG00000290525	GBP1P1	7.25250771082649	1.07322688617015e-51	M1_vs_M2	NA	NA	NA	NA	NA	GBP6
ENSG00000216863	LY86-AS1	-2.58689643939191	8.43398910757607e-51	M1_vs_M2	HSALNG0047825	integenic	Not conserved			F13A1
ENSG00000230438	SERPINB9P1	1.85276957055801	1.7411308053976198e-50	M1_vs_M2	HSALNG0047525	integenic	Not conserved			SERPINB9
ENSG00000256262	USP30-AS1	2.82543963849468	1.82843207425777e-50	M1_vs_M2	HSALNG0093872	anti_sense	Not conserved	hsa-miR-4467,hsa-miR-3960	Platelet-to-lymphocyte ratio; Platelet count; Platelet crit,-	SVOP
ENSG00000286872	ENSG00000286872	-2.74274742313372	4.84688198047569e-50	M1_vs_M2	HSALNG0107736	integenic	Not conserved	hsa-miR-4447,hsa-miR-4505		HDGFL3
ENSG00000231346	LINC01160	-3.27769632572962	6.0325567488987e-50	M1_vs_M2	HSALNG0006063	anti_sense	Q75	hsa-miR-30b-3p,hsa-miR-619-5p,hsa-miR-4787-5p,hsa-miR-6089	Leukocyte count,Lymphocyte count,-	TMIGD3
ENSG00000254287	ENSG00000254287	10.1156607941709	1.9971057504515297e-49	M1_vs_M2	HSALNG0150387	anti_sense	Q50		-	ADAM2
ENSG00000234456	MAGI2-AS3	2.79351861670236	1.10329066115576e-48	M1_vs_M2	HSALNG0059170	anti_sense	Q75	hsa-miR-339-5p,hsa-miR-4447,hsa-miR-3960,hsa-miR-5001-3p,hsa-miR-6749-3p,hsa-miR-6786-5p,hsa-miR-8485	-	GNAI1
ENSG00000230838	LINC01614	-5.20131500608345	1.2524116597376098e-45	M1_vs_M2	HSALNG0022084	integenic	Q50		Kynurenine measurement,Bmi-adjusted waist circumference; Body height,Bmi-adjusted waist circumference,Facial width measurement,Heel bone mineral density,-	TMEM169
ENSG00000258583	LINC01500	-6.11226737789574	4.3041123800836996e-45	M1_vs_M2	HSALNG0101652	integenic	Not conserved			DACT1
ENSG00000266835	GAPLINC	-2.83668395782235	1.4079856347934498e-44	M1_vs_M2	HSALNG0119710	sense	Not conserved		Pr interval,Citrulline measurement,-	TGIF1
ENSG00000259354	ENSG00000259354	4.29396497017908	2.7608379350575397e-44	M1_vs_M2	HSALNG0105653	intronic_antisense	Not conserved			C15orf48
ENSG00000235531	MSC-AS1	1.94918960530289	5.858119209609519e-43	M1_vs_M2	HSALNG0066120	anti_sense	Not conserved		Lung carcinoma,Gout,Clinical treatment,Attention deficit hyperactivity disorder,Smoking behaviour measurement,Mental development measurement,Diastolic blood pressure,Forced expiratory volume; Response to bronchodilator,-	KCNB2
ENSG00000224397	PELATON	-1.07947629915308	2.0355772706394598e-42	M1_vs_M2	HSALNG0130749	integenic	Q50	hsa-miR-619-5p,hsa-miR-665,hsa-miR-4258,hsa-miR-4284,hsa-miR-4491,hsa-miR-4701-3p,hsa-miR-4733-3p,hsa-miR-6090,hsa-miR-6132,hsa-miR-6748-3p,hsa-miR-6769b-5p,hsa-miR-6887-3p	Hair colour measurement,Monocyte percentage of leukocytes; Mammographic density measurement; Monocyte count,Granulocyte percentage of myeloid white cells; Monocyte count,Gut microbiome measurement,Monocyte percentage of leukocytes,Monocyte count,-	CEBPB
ENSG00000256508	MRGPRF-AS1	-3.33182513023645	5.55913436572993e-40	M1_vs_M2	HSALNG0085291	anti_sense	Q50	hsa-miR-331-3p,hsa-miR-877-3p,hsa-miR-4505,hsa-miR-4710,hsa-miR-6735-3p,hsa-miR-6792-5p,hsa-miR-6803-5p,hsa-miR-6808-5p,hsa-miR-7108-3p	Reticulocyte count,Hair colour measurement,Mosquito bite reaction size measurement,-	TPCN2
ENSG00000238164	TNFRSF14-AS1	-1.2929990746306	9.191582330584769e-40	M1_vs_M2	HSALNG0000275	anti_sense	Q75	hsa-miR-505-5p,hsa-miR-619-5p,hsa-miR-3620-5p,hsa-miR-4481,hsa-miR-1343-3p,hsa-miR-5589-5p,hsa-miR-6751-3p,hsa-miR-6769a-3p,hsa-miR-6813-5p,hsa-miR-6852-5p	Eosinophil count,Rheumatoid arthritis,Eosinophil count; Eosinophil percentage of leukocytes,-	HES5
ENSG00000277089	CCL3-AS1	-3.99431089978935	1.46235642243116e-39	M1_vs_M2	HSALNG0116003	anti_sense,sense	Q75	hsa-miR-604,hsa-miR-4726-5p,hsa-miR-6077,hsa-miR-6089,hsa-miR-6743-5p	Blood protein measurement,C-c motif chemokine 3 measurement	CCL18
ENSG00000274461	LINC02930	-4.59090636833608	3.0551994296106e-39	M1_vs_M2	HSALNG0081109	integenic	Not conserved		Adolescent idiopathic scoliosis,Left inferior lateral ventricle volume measurement; T-tau measurement; Cerebrospinal fluid biomarker measurement,-	PLPP4
ENSG00000226004	LINC02528	9.40928492024175	3.89940004583038e-39	M1_vs_M2	HSALNG0053802	integenic	Q50		Eosinophil count; Ejection fraction measurement; Eosinophil percentage of leukocytes,Cardiac troponin t measurement,Rheumatoid arthritis,-	PERP
ENSG00000273472	ENSG00000273472	2.54099642744547	4.61554294407625e-39	M1_vs_M2	HSALNG0148201	integenic	Q50			ELMOD2
ENSG00000281103	TRG-AS1	1.31278699867537	6.88727999008315e-39	M1_vs_M2	HSALNG0057335	integenic	Not conserved			STARD3NL
ENSG00000259590	LINC02244	-1.22701727933462	7.01408569274904e-39	M1_vs_M2	HSALNG0108537	anti_sense	Q75		-	TTC23
ENSG00000261618	LINC02605	5.66212836591069	6.06427538806562e-38	M1_vs_M2	HSALNG0150243	integenic	Not conserved		Platelet-to-lymphocyte ratio; Lymphocyte count	ZC2HC1A
ENSG00000266709	ENSG00000266709	4.63790422501729	3.57332350899279e-37	M1_vs_M2	HSALNG0114719	intronic_sense	Q50			HS3ST3B1
ENSG00000239445	ST3GAL6-AS1	-1.78979336628622	1.7609378685483199e-35	M1_vs_M2	HSALNG0027499	anti_sense	Q50	hsa-miR-937-5p	Leukocyte count; Monocyte count,Vascular endothelial growth factor receptor 3 measurement,Monocyte percentage of leukocytes,Eosinophil count,Keratinocyte carcinoma; Basal cell carcinoma,Leukocyte count,Eosinophil count; Skin neoplasm,Eosinophil count; Eosinophil percentage of leukocytes,Unipolar depression,Non-melanoma skin carcinoma,-	DCBLD2
ENSG00000236939	BAALC-AS2	3.30074385870708	4.37881154579539e-35	M1_vs_M2	HSALNG0067505	anti_sense	Q50	hsa-miR-4447	Pelvic organ prolapse,Cognitive function measurement,Myopia,Late-onset alzheimers disease,Mathematical ability,Colorectal cancer; Breast carcinoma,Triglyceride measurement; Response to diuretic,Hemoglobin a1 measurement,-	AZIN1
ENSG00000291091	SDHAP4	-1.24406774042378	1.0473689208365e-34	M1_vs_M2	HSALNG0032044	integenic	Not conserved	hsa-miR-4281		BDH1
ENSG00000290927	ENSG00000290927	2.0943477547466	2.3549170053792e-34	M1_vs_M2	HSALNG0110892	integenic	Not conserved	hsa-miR-210-5p,hsa-miR-320a-5p,hsa-miR-4289,hsa-miR-6132,hsa-miR-6722-3p,hsa-miR-6776-5p	-	KRBOX5
ENSG00000238045	MVP-DT	2.74144729455202	6.6531568007007395e-34	M1_vs_M2	HSALNG0144898	anti_sense	Q90	hsa-miR-4745-3p		CDIPT
ENSG00000249502	MED28-DT	2.83907419910359	2.19669501284676e-33	M1_vs_M2	HSALNG0033145	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-4771	-	FAM184B
ENSG00000231528	FAM225A	3.67476131911169	1.81575194651183e-32	M1_vs_M2	HSALNG0073810	integenic	Not conserved			SLC31A2
ENSG00000273824	ENSG00000273824	6.78982172713371	1.97357411593605e-32	M1_vs_M2	HSALNG0092162	integenic	Not conserved	hsa-miR-6089		MDM1
ENSG00000225177	NHSL1-AS1	-2.9185785020177	2.98662857396733e-32	M1_vs_M2	HSALNG0053831	anti_sense	Q75	hsa-miR-345-5p,hsa-miR-1228-5p,hsa-miR-4534,hsa-miR-6816-5p	-	CCDC28A
ENSG00000197989	SNHG12	-1.10825502884116	3.35207803908812e-32	M1_vs_M2	HSALNG0002075	anti_sense	Q50	hsa-miR-363-5p,hsa-miR-324-5p,hsa-miR-3178,hsa-miR-4466,hsa-miR-6089,hsa-miR-6890-3p	-	TAF12
ENSG00000233621	ZC3H12A-DT	1.50643950165119	7.33361374886267e-32	M1_vs_M2	HSALNG0002623	integenic	Not conserved			MEAF6
ENSG00000253320	MAILR	2.91373673716077	8.33138984281446e-32	M1_vs_M2	HSALNG0067488	integenic	Q50			ATP6V1C1
ENSG00000215458	AATBC	-2.15224296176468	2.8113583045197596e-31	M1_vs_M2	HSALNG0133454	anti_sense	Not conserved	hsa-miR-6089	-	CSTB
ENSG00000267519	MIR23AHG	1.17491231602374	3.20427885707609e-31	M1_vs_M2	HSALNG0124251	anti_sense	Q90		Waist-hip ratio,Neutrophil-to-lymphocyte ratio; Neutrophil percentage of leukocytes; Lymphocyte percentage of leukocytes,Leukocyte count; Lymphocyte count; Myeloid white cell count,Leukocyte count; Lymphocyte count,Lymphocyte count,Fev/fec ratio; Monocyte count,Leukocyte count,Myeloid white cell count; Lymphocyte count,Cortical thickness,-	BRME1
ENSG00000289070	ENSG00000289070	-4.30151670312603	5.53549332261465e-31	M1_vs_M2	HSALNG0118660	anti_sense	Q50	hsa-miR-619-5p	Blood protein measurement,-	CD300A
ENSG00000235513	L3MBTL2-AS1	3.34212663759061	7.55000209899218e-31	M1_vs_M2	HSALNG0135617	anti_sense	Q75	hsa-miR-6731-5p	Anorexia nervosa; Autism spectrum disorder; Depressive symptom measurement; Obsessive-compulsive disorder; Attention deficit hyperactivity disorder; Unipolar depression; Bipolar disorder; Tourette syndrome; Neuroticism measurement,Neuroticism measurement,Breast carcinoma,Red blood cell distribution width,Mood instability measurement,Anxiety measurement; Neuroticism measurement,Depressive symptom measurement; Unipolar depression; Wellbeing measurement; Bipolar disorder; Neuroticism measurement,-	CHADL
ENSG00000227039	ITGB2-AS1	2.14149505239361	8.60176623812126e-31	M1_vs_M2	HSALNG0133581	anti_sense	Not conserved	hsa-miR-4456,hsa-miR-5090,hsa-miR-6732-5p	Heel bone mineral density,-	SLX9
ENSG00000232956	SNHG15	1.47077139736677	9.044594291556659e-31	M1_vs_M2	HSALNG0057702	anti_sense,sense	Q50	hsa-miR-4726-3p,hsa-miR-7107-5p	Body height,Diastolic blood pressure,-	MYO1G
ENSG00000237372	ENSG00000237372	4.22846986233283	1.0993531383842599e-30	M1_vs_M2	HSALNG0072619	integenic	Not conserved			GADD45G
